Title,Complete Path,Folder Name,Extension,Format,Format Profile,Codec ID,File Size (MB),File Size (GB),Duration,Duration Formatted,Overall Bitrate (kbps),Overall Bitrate (Mbps),Recorded Date,Writing Application,Video Codec,Video Bitrate (kbps),Video Bitrate (Mbps),Resolution,Aspect Ratio,Frame Rate (FPS),Color Space,Chroma Subsampling,Video Bit Depth,Scan Type,Encoding Library,HDR Format,Color Range,Color Primaries,Transfer Characteristics,Matrix Coefficients,Maximum Content Light Level (cd/m²),Maximum Frame-Average Light Level (cd/m²),Number of Audio Tracks,Audio Track 1 Codec,Audio Track 1 Bitrate (kbps),Audio Track 1 Channels,Audio Track 1 Language,Audio Track 1 Default,Audio Track 1 Forced,Subtitles Info,TMDB Genre(s),TMDB Rating,Polish Title,Source Directory,Audio Track 2 Codec,Audio Track 2 Bitrate (kbps),Audio Track 2 Channels,Audio Track 2 Language,Audio Track 2 Default,Audio Track 2 Forced,Audio Track 3 Codec,Audio Track 3 Bitrate (kbps),Audio Track 3 Channels,Audio Track 3 Language,Audio Track 3 Default,Audio Track 3 Forced,index,Audio Tracks,Subtitles,Audio Track 4 Codec,Audio Track 4 Bitrate (kbps),Audio Track 4 Channels,Audio Track 4 Language,Audio Track 4 Default,Audio Track 4 Forced
Czuwanie (1988),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Czuwanie (1988)\Czuwanie (1988).mp4,Czuwanie (1988),.mp4,MPEG-4,Base Media,isom,790.94,0.77,1615679,00:26:55,4106.55,4.107,2025-04-04 11:19:50.8300279+02:00,Lavf61.9.106,AVC,3973.47,3.973,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,125588.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,115,"[{'Codec': 'AAC', 'Bitrate (kbps)': 125588.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Czy będzie wojna (1986),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Czy będzie wojna (1986)\Czy będzie wojna (1986).mp4,Czy będzie wojna (1986),.mp4,MPEG-4,Base Media,isom,780.55,0.76,1615317,00:26:55,4053.51,4.054,2025-04-04 11:21:45.6255798+02:00,Lavf61.9.106,AVC,3951.53,3.952,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,96000.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,116,"[{'Codec': 'AAC', 'Bitrate (kbps)': 96000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Czy jesteś wśród nich_! (1954),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Czy jesteś wśród nich_! (1954)\Czy jesteś wśród nich_! (1954).mp4,Czy jesteś wśród nich_! (1954),.mp4,MPEG-4,Base Media,isom,228.91,0.22,489877,00:08:09,3919.9,3.92,2025-04-04 11:17:41.8411623+02:00,Lavf61.9.106,AVC,3824.02,3.824,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,88547.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,117,"[{'Codec': 'AAC', 'Bitrate (kbps)': 88547.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Czy znacie Walerię M_ (1977),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Czy znacie Walerię M_ (1977)\Czy znacie Walerię M_ (1977).mp4,Czy znacie Walerię M_ (1977),.mp4,MPEG-4,Base Media,isom,435.39,0.43,907221,00:15:07,4025.81,4.026,2025-04-04 11:13:28.9186743+02:00,Lavf61.9.106,AVC,3920.46,3.92,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,96000.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,118,"[{'Codec': 'AAC', 'Bitrate (kbps)': 96000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Daj mi to (1988),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Daj mi to (1988)\Daj mi to (1988).mp4,Daj mi to (1988),.mp4,MPEG-4,Base Media,isom,787.38,0.77,1611541,00:26:51,4098.56,4.099,2025-04-04 11:11:53.4473351+02:00,Lavf61.9.106,AVC,3961.47,3.961,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,129548.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,119,"[{'Codec': 'AAC', 'Bitrate (kbps)': 129548.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Dni miesiące lata... (1966),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Dni miesiące lata... (1966)\Dni miesiące lata... (1966).mp4,Dni miesiące lata... (1966),.mp4,MPEG-4,Base Media,isom,589.14,0.58,1225301,00:20:25,4033.32,4.033,2025-04-04 11:09:28.8190613+02:00,Lavf61.9.106,AVC,3926.07,3.926,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,99721.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,120,"[{'Codec': 'AAC', 'Bitrate (kbps)': 99721.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Do potomnego (2004),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Do potomnego (2004)\Do potomnego (2004).mp4,Do potomnego (2004),.mp4,MPEG-4,Base Media,isom,1500.77,1.47,3052031,00:50:52,4124.9,4.125,2025-04-04 11:08:10.3778909+02:00,Lavf61.9.106,AVC,4017.17,4.017,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,100246.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,121,"[{'Codec': 'AAC', 'Bitrate (kbps)': 100246.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Do redakcji nadszedł list (1950),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Do redakcji nadszedł list (1950)\Do redakcji nadszedł list (1950).mp4,Do redakcji nadszedł list (1950),.mp4,MPEG-4,Base Media,isom,587.46,0.57,1216554,00:20:16,4050.73,4.051,2025-04-04 11:05:11.3304974+02:00,Lavf61.9.106,AVC,3944.03,3.944,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,99214.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,122,"[{'Codec': 'AAC', 'Bitrate (kbps)': 99214.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Dokąd (1990),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Dokąd (1990)\Dokąd (1990).mp4,Dokąd (1990),.mp4,MPEG-4,Base Media,isom,474.11,0.46,982719,00:16:22,4047.02,4.047,2025-04-04 11:03:36.5589002+02:00,Lavf61.9.106,AVC,3950.25,3.95,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,89328.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,123,"[{'Codec': 'AAC', 'Bitrate (kbps)': 89328.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Dom starych kobiet (1957),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Dom starych kobiet (1957)\Dom starych kobiet (1957).mp4,Dom starych kobiet (1957),.mp4,MPEG-4,Base Media,isom,250.7,0.24,519061,00:08:39,4051.61,4.052,2025-04-04 11:01:38.5881209+02:00,Lavf61.9.106,AVC,3950.39,3.95,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,93756.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,124,"[{'Codec': 'AAC', 'Bitrate (kbps)': 93756.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Dotknięcie (1978),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Dotknięcie (1978)\Dotknięcie (1978).mp4,Dotknięcie (1978),.mp4,MPEG-4,Base Media,isom,370.91,0.36,776469,00:12:56,4007.09,4.007,2025-04-04 10:57:40.4855407+02:00,Lavf61.9.106,AVC,3901.47,3.901,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,98154.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,125,"[{'Codec': 'AAC', 'Bitrate (kbps)': 98154.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Droga do szkoły (1985),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Droga do szkoły (1985)\Droga do szkoły (1985).mp4,Droga do szkoły (1985),.mp4,MPEG-4,Base Media,isom,307.22,0.3,643946,00:10:43,4002.09,4.002,2025-04-04 10:55:52.1178260+02:00,Lavf61.9.106,AVC,3889.98,3.89,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,104649.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,126,"[{'Codec': 'AAC', 'Bitrate (kbps)': 104649.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Dwa oblicza boga (1960),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Dwa oblicza boga (1960)\Dwa oblicza boga (1960).mp4,Dwa oblicza boga (1960),.mp4,MPEG-4,Base Media,isom,478.66,0.47,984831,00:16:24,4077.1,4.077,2025-04-04 10:54:56.8883112+02:00,Lavf61.9.106,AVC,3974.58,3.975,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,96000.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,127,"[{'Codec': 'AAC', 'Bitrate (kbps)': 96000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Dziad i baba (1982),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Dziad i baba (1982)\Dziad i baba (1982).mp4,Dziad i baba (1982),.mp4,MPEG-4,Base Media,isom,434.88,0.42,899711,00:14:59,4054.72,4.055,2025-04-04 10:53:25.9033136+02:00,Lavf61.9.106,AVC,3938.62,3.939,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,108642.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,128,"[{'Codec': 'AAC', 'Bitrate (kbps)': 108642.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Dzieci oskarżają (1956),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Dzieci oskarżają (1956)\Dzieci oskarżają (1956).mp4,Dzieci oskarżają (1956),.mp4,MPEG-4,Base Media,isom,308.11,0.3,652351,00:10:52,3962.03,3.962,2025-04-04 10:52:18.1959924+02:00,Lavf61.9.106,AVC,3863.28,3.863,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,91315.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,129,"[{'Codec': 'AAC', 'Bitrate (kbps)': 91315.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Dziewczęta z Nawojki (1963),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Dziewczęta z Nawojki (1963)\Dziewczęta z Nawojki (1963).mp4,Dziewczęta z Nawojki (1963),.mp4,MPEG-4,Base Media,isom,397.3,0.39,827114,00:13:47,4029.43,4.029,2025-04-04 10:51:02.8286803+02:00,Lavf61.9.106,AVC,3922.15,3.922,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,99836.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,130,"[{'Codec': 'AAC', 'Bitrate (kbps)': 99836.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Dzieło mistrza Stwosza (1951),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Dzieło mistrza Stwosza (1951)\Dzieło mistrza Stwosza (1951).mp4,Dzieło mistrza Stwosza (1951),.mp4,MPEG-4,Base Media,isom,625.06,0.61,1311274,00:21:51,3998.69,3.999,2025-04-04 10:36:21.8318746+02:00,Lavf61.9.106,AVC,3901.58,3.902,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,89614.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,131,"[{'Codec': 'AAC', 'Bitrate (kbps)': 89614.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Dzieło mistrza Stwosza (1951).MUX,\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Dzieło mistrza Stwosza (1951).MUX\Dzieło mistrza Stwosza (1951).MUX.mp4,Dzieło mistrza Stwosza (1951).MUX,.mp4,MPEG-4,Base Media,isom,397.3,0.39,827114,00:13:47,4029.43,4.029,2025-04-04 10:37:26.3684367+02:00,Lavf61.9.106,AVC,3922.15,3.922,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,99836.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,132,"[{'Codec': 'AAC', 'Bitrate (kbps)': 99836.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
"Dzień dobry, dzieci (1966)","\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Dzień dobry, dzieci (1966)\Dzień dobry, dzieci (1966).mp4","Dzień dobry, dzieci (1966)",.mp4,MPEG-4,Base Media,isom,369.27,0.36,766314,00:12:46,4042.26,4.042,2025-04-04 10:32:36.9348943+02:00,Lavf61.9.106,AVC,3908.77,3.909,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,126059.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,133,"[{'Codec': 'AAC', 'Bitrate (kbps)': 126059.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Dzień za dniem (1988),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Dzień za dniem (1988)\Dzień za dniem (1988).mp4,Dzień za dniem (1988),.mp4,MPEG-4,Base Media,isom,476.12,0.46,980501,00:16:20,4073.39,4.073,2025-04-04 10:29:39.4563135+02:00,Lavf61.9.106,AVC,3972.69,3.973,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,93190.0,2.0,pl,Yes,,,"Dramat, Familijny",6.519,Dzień za dniem,Docu,,,,,,,,,,,,,134,"[{'Codec': 'AAC', 'Bitrate (kbps)': 93190.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Egzamin dojrzałości (1979),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Egzamin dojrzałości (1979)\Egzamin dojrzałości (1979).mp4,Egzamin dojrzałości (1979),.mp4,MPEG-4,Base Media,isom,480.65,0.47,988821,00:16:28,4077.53,4.078,2025-04-04 10:28:12.2243422+02:00,Lavf61.9.106,AVC,3971.62,3.972,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,98399.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,135,"[{'Codec': 'AAC', 'Bitrate (kbps)': 98399.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Ekshumacja (1990),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Ekshumacja (1990)\Ekshumacja (1990).mp4,Ekshumacja (1990),.mp4,MPEG-4,Base Media,isom,294.69,0.29,622186,00:10:22,3973.16,3.973,2025-04-04 10:26:53.0249733+02:00,Lavf61.9.106,AVC,3873.32,3.873,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,92388.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,136,"[{'Codec': 'AAC', 'Bitrate (kbps)': 92388.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Fabryka (1970),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Fabryka (1970)\Fabryka (1970).mp4,Fabryka (1970),.mp4,MPEG-4,Base Media,isom,492.29,0.48,998421,00:16:38,4136.18,4.136,2025-04-04 10:25:26.9972890+02:00,Lavf61.9.106,AVC,4025.74,4.026,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,102926.0,2.0,pl,Yes,,,,0.0,Fabryka Gwiazd: Star Academy,Docu,,,,,,,,,,,,,137,"[{'Codec': 'AAC', 'Bitrate (kbps)': 102926.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Feministki polskie (1990),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Feministki polskie (1990)\Feministki polskie (1990).mp4,Feministki polskie (1990),.mp4,MPEG-4,Base Media,isom,598.65,0.58,1239231,00:20:39,4052.41,4.052,2025-04-04 10:23:45.4995368+02:00,Lavf61.9.106,AVC,3950.33,3.95,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,96000.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,138,"[{'Codec': 'AAC', 'Bitrate (kbps)': 96000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Festiwal zespołów świetlicowych (1947),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Festiwal zespołów świetlicowych (1947)\Festiwal zespołów świetlicowych (1947).mp4,Festiwal zespołów świetlicowych (1947),.mp4,MPEG-4,Base Media,isom,356.85,0.35,754794,00:12:34,3965.95,3.966,2025-04-04 10:22:16.7028135+02:00,Lavf61.9.106,AVC,3866.12,3.866,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,92403.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,139,"[{'Codec': 'AAC', 'Bitrate (kbps)': 92403.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Film dla Krysi (1988),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Film dla Krysi (1988)\Film dla Krysi (1988).mp4,Film dla Krysi (1988),.mp4,MPEG-4,Base Media,isom,569.29,0.56,1177109,00:19:37,4057.03,4.057,2025-04-04 10:20:57.9093979+02:00,Lavf61.9.106,AVC,3951.99,3.952,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,96000.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,140,"[{'Codec': 'AAC', 'Bitrate (kbps)': 96000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Film nr 1650 (1976),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Film nr 1650 (1976)\Film nr 1650 (1976).mp4,Film nr 1650 (1976),.mp4,MPEG-4,Base Media,isom,196.92,0.19,412117,00:06:52,4008.38,4.008,2025-04-04 10:19:28.2651172+02:00,Lavf61.9.106,AVC,3909.9,3.91,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,91193.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,141,"[{'Codec': 'AAC', 'Bitrate (kbps)': 91193.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Gadające głowy (1980),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Gadające głowy (1980)\Gadające głowy (1980).mp4,Gadające głowy (1980),.mp4,MPEG-4,Base Media,isom,404.63,0.4,845759,00:14:05,4013.26,4.013,2025-04-04 10:18:22.8726713+02:00,Lavf61.9.106,AVC,3903.55,3.904,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,102280.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,142,"[{'Codec': 'AAC', 'Bitrate (kbps)': 102280.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Gaudeamus (1959),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Gaudeamus (1959)\Gaudeamus (1959).mp4,Gaudeamus (1959),.mp4,MPEG-4,Base Media,isom,472.66,0.46,965781,00:16:05,4105.47,4.105,2025-04-04 10:16:35.1993833+02:00,Lavf61.9.106,AVC,4004.38,4.004,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,93582.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,143,"[{'Codec': 'AAC', 'Bitrate (kbps)': 93582.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Gdańska opowieść (1953),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Gdańska opowieść (1953)\Gdańska opowieść (1953).mp4,Gdańska opowieść (1953),.mp4,MPEG-4,Base Media,isom,605.89,0.59,1264639,00:21:04,4018.96,4.019,2025-04-04 10:14:42.8876681+02:00,Lavf61.9.106,AVC,3916.84,3.917,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,96000.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,144,"[{'Codec': 'AAC', 'Bitrate (kbps)': 96000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Gdy wszystko było pierwsze (1974),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Gdy wszystko było pierwsze (1974)\Gdy wszystko było pierwsze (1974).mp4,Gdy wszystko było pierwsze (1974),.mp4,MPEG-4,Base Media,isom,646.96,0.63,1336597,00:22:16,4060.39,4.06,2025-04-04 10:12:26.4178350+02:00,Lavf61.9.106,AVC,3959.0,3.959,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,93905.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,145,"[{'Codec': 'AAC', 'Bitrate (kbps)': 93905.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Gdzie jest nasz dom_ (1945),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Gdzie jest nasz dom_ (1945)\Gdzie jest nasz dom_ (1945).mp4,Gdzie jest nasz dom_ (1945),.mp4,MPEG-4,Base Media,isom,728.98,0.71,1528917,00:25:28,3999.66,4.0,2025-04-04 10:07:16.4342636+02:00,Lavf61.9.106,AVC,3906.54,3.907,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,85622.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,146,"[{'Codec': 'AAC', 'Bitrate (kbps)': 85622.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Gospodarstwo (1979),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Gospodarstwo (1979)\Gospodarstwo (1979).mp4,Gospodarstwo (1979),.mp4,MPEG-4,Base Media,isom,932.07,0.91,1917866,00:31:57,4076.82,4.077,2025-04-04 10:04:32.8716886+02:00,Lavf61.9.106,AVC,3968.2,3.968,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,101082.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,147,"[{'Codec': 'AAC', 'Bitrate (kbps)': 101082.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Guczo. Notatki z życia (2020),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Guczo. Notatki z życia (2020)\Guczo. Notatki z życia (2020).mp4,Guczo. Notatki z życia (2020),.mp4,MPEG-4,Base Media,isom,2115.4,2.07,4408383,01:13:28,4025.35,4.025,2025-04-04 10:02:40.1844177+02:00,Lavf61.9.106,AVC,3889.84,3.89,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,127956.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,148,"[{'Codec': 'AAC', 'Bitrate (kbps)': 127956.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Gwiazdy muszą płonąć (1954),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Gwiazdy muszą płonąć (1954)\Gwiazdy muszą płonąć (1954).mp4,Gwiazdy muszą płonąć (1954),.mp4,MPEG-4,Base Media,isom,1879.35,1.84,3844799,01:04:04,4100.39,4.1,2025-04-04 09:59:10.5475219+02:00,Lavf61.9.106,AVC,3986.51,3.987,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,106342.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,149,"[{'Codec': 'AAC', 'Bitrate (kbps)': 106342.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Góra (1964),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Góra (1964)\Góra (1964).mp4,Góra (1964),.mp4,MPEG-4,Base Media,isom,437.74,0.43,908309,00:15:08,4042.71,4.043,2025-04-04 00:12:10.7374587+02:00,Lavf61.9.106,AVC,3930.29,3.93,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,104943.0,2.0,pl,Yes,,,Tajemnica,7.8,Gora,Docu,,,,,,,,,,,,,150,"[{'Codec': 'AAC', 'Bitrate (kbps)': 104943.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Górnicy '88 (1989),\\192.168.50.135\Nowy1\MEDIA\Docu\35mm docu\Season 01\Górnicy '88 (1989)\Górnicy '88 (1989).mp4,Górnicy '88 (1989),.mp4,MPEG-4,Base Media,isom,2826.05,2.76,5754666,01:35:54,4119.55,4.12,2025-04-04 00:10:25.2536370+02:00,Lavf61.9.106,AVC,4007.73,4.008,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,104256.0,2.0,pl,Yes,,,,,,Docu,,,,,,,,,,,,,151,"[{'Codec': 'AAC', 'Bitrate (kbps)': 104256.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
